MapCode,SpeciesName,CohortAge,CohortBiomass
518,querrubr,75,3747
518,querrubr,125,1452
520,acerrubr,50,1654
520,queralba,75,5248
522,acerrubr,25,239
522,betulent,50,630
522,fagugran,50,413
522,queralba,50,838
522,querrubr,75,9107
522,quervelu,50,1591
522,quervelu,75,3394
522,tsugcana,25,632
522,tsugcana,50,2058
523,acerrubr,50,747
523,acersacc,50,1181
523,acersacc,75,734
523,fraxamer,50,350
523,fraxamer,100,1514
523,querprin,75,2620
523,querrubr,50,612
523,querrubr,75,4292
523,querrubr,100,3373
573,acerrubr,50,671
573,betulent,25,838
573,betulent,50,433
573,quercocc,50,1103
573,querrubr,50,4742
573,querrubr,75,1190
573,querrubr,100,4314
574,quercocc,50,1427
574,quercocc,75,5603
575,acerrubr,50,4397
575,acerrubr,75,2851
575,betulent,25,489
575,pinustro,50,498
575,pinustro,75,3741
575,querrubr,75,1255
575,quervelu,75,911
576,betulent,50,928
576,fagugran,50,263
576,pinustro,50,1471
578,pinustro,25,1208
578,pinustro,50,1468
578,pinustro,75,6989
578,pinustro,100,5697
578,querrubr,75,1695
578,quervelu,50,1165
578,quervelu,75,5187
581,acerrubr,50,782
581,betulent,25,728
581,betulent,50,1932
581,pinustro,50,857
581,pinustro,75,1410
581,queralba,50,935
581,queralba,75,2333
581,quercocc,50,1005
581,quercocc,75,886
581,querrubr,75,3710
581,quervelu,50,607
1285,pinuresi,50,675
1285,pinustro,75,12804
1285,querrubr,50,6510
1285,querrubr,75,4142
1467,prunsero,50,24791
1537,prunsero,50,6228
1537,queralba,50,2069
1537,ulmuamer,50,3881
1643,acerrubr,75,2348
1643,acersacc,50,1963
1643,pinuresi,75,17026
1656,ulmuamer,75,29781
1680,ulmuamer,75,9246
1697,abiebals,25,199
1697,acerrubr,50,3163
1697,betualle,50,171
1697,betupapy,50,1107
1697,fraxamer,50,529
1697,pinustro,50,291
1697,poputrem,50,3910
1702,acerrubr,50,775
1702,betupapy,25,434
1702,pinustro,50,4663
1702,pinustro,75,11414
1702,querrubr,25,837
1704,abiebals,50,466
1704,acerrubr,25,540
1704,acerrubr,50,1210
1704,fraxamer,25,181
1704,fraxamer,50,538
1704,pinustro,75,3422
1704,poputrem,50,746
1704,querrubr,75,390
1704,tsugcana,50,750
1704,tsugcana,75,681
1718,acerrubr,50,944
1718,acerrubr,75,9476
1727,acerrubr,50,2236
1727,betualle,50,736
1727,betupapy,50,1324
1727,betupopu,25,351
1727,fagugran,50,513
1727,fraxamer,25,349
1727,pinustro,50,1552
1727,pinustro,75,581
1727,querrubr,25,245
1727,querrubr,50,1640
1727,querrubr,75,4995
1727,tsugcana,25,278
1727,tsugcana,50,374
1728,abiebals,25,369
1728,abiebals,50,1805
1728,acerrubr,50,496
1728,acerrubr,75,280
1728,betupapy,100,1800
1728,larilari,100,888
1728,picemari,50,134
1728,picerube,50,2089
1728,picerube,75,1439
1728,thujocci,50,1276
1728,thujocci,75,1404
1732,betualle,100,3778
1732,picerube,50,5876
1732,picerube,75,11973
1740,acerrubr,25,468
1740,acerrubr,50,1235
1740,acerrubr,75,2379
1740,acersacc,50,396
1740,acersacc,75,1348
1740,pinustro,50,402
1740,pinustro,75,9703
1740,querrubr,75,2942
1770,abiebals,50,757
1770,acerrubr,50,3826
1770,acerrubr,75,2688
1770,pinustro,50,1477
1770,pinustro,75,8733
1770,popugran,50,747
1770,querrubr,50,1285
1770,querrubr,75,717
1770,tsugcana,25,1964
1770,tsugcana,50,605
1771,acerrubr,25,801
1771,acerrubr,50,3108
1771,acerrubr,75,1015
1771,ulmuamer,25,391
1781,acerrubr,50,2022
1781,acerrubr,75,2097
1781,betupapy,75,638
1781,fagugran,50,1455
1781,fagugran,75,1788
1781,querrubr,75,3088
1781,tsugcana,50,4425
1781,tsugcana,75,6154
1782,acerrubr,25,225
1782,acerrubr,50,1526
1782,acerrubr,75,365
1782,fraxamer,50,214
1782,pinustro,50,168
1782,pinustro,75,7290
1782,popugran,25,257
1783,acerrubr,50,2673
1783,acerrubr,75,3556
1784,acerrubr,50,4164
1784,fagugran,50,175
1784,pinustro,25,430
1784,ulmuamer,50,172
1785,abiebals,25,278
1785,abiebals,50,169
1785,abiebals,75,264
1785,acerrubr,50,1210
1785,acerrubr,75,642
1785,piceglau,50,185
1785,piceglau,75,729
1785,pinustro,75,2617
1785,tsugcana,50,617
1786,acerrubr,50,7505
1786,betulent,25,608
1786,betulent,50,3650
1786,pinustro,50,1141
1786,pinustro,75,8417
1786,queralba,50,658
1786,querrubr,50,2538
1786,quervelu,50,2314
1788,acerrubr,25,219
1788,acerrubr,50,2167
1788,acerrubr,75,2692
1788,betualle,50,340
1788,fagugran,50,501
1788,querrubr,75,4844
1790,abiebals,25,709
1790,abiebals,50,883
1790,betupapy,50,583
1790,picerube,50,6979
1790,picerube,75,13825
1812,acerrubr,25,775
1812,pinustro,50,3254
1812,querrubr,50,1673
1812,querrubr,75,28445
1812,querrubr,100,6107
1813,abiebals,25,124
1813,acerrubr,50,496
1813,betualle,25,514
1813,betualle,50,610
1813,betualle,75,570
1813,betupapy,25,386
1813,betupapy,50,235
1813,picerube,75,1202
1813,picerube,100,838
1813,pinustro,75,1164
1813,tsugcana,50,2314
1813,tsugcana,75,737
1833,abiebals,25,424
1833,abiebals,50,3322
1833,abiebals,75,2251
1833,acerrubr,50,389
1833,acerrubr,75,1292
1833,picerube,75,525
1833,popugran,75,1584
1834,abiebals,25,666
1834,abiebals,50,3497
1834,abiebals,75,626
1834,acerrubr,50,376
1834,acerrubr,75,1190
1834,betupopu,50,946
1834,betupopu,75,404
1834,larilari,75,216
1834,thujocci,50,272
1835,acerrubr,50,1149
1835,acersacc,50,654
1835,betupopu,25,820
1835,fagugran,25,265
1835,fagugran,50,450
1835,fraxamer,50,354
1835,ostrvirg,25,384
1835,ostrvirg,50,209
1835,poputrem,50,1757
1835,querrubr,50,1503
1843,abiebals,50,862
1843,acerrubr,50,1232
1843,pinustro,25,482
1843,pinustro,50,2466
1843,pinustro,75,3656
1843,querrubr,75,2205
1843,tsugcana,50,3417
1844,abiebals,50,1979
1844,abiebals,75,348
1844,acerrubr,50,3149
1844,acerrubr,75,577
1844,betualle,50,469
1844,fagugran,50,356
1844,querrubr,50,1716
1844,tsugcana,50,2975
1844,tsugcana,75,2053
1845,abiebals,25,832
1845,pinustro,75,12929
1846,abiebals,50,249
1846,prunsero,50,857
1846,ulmuamer,50,361
1861,picerube,50,763
1861,picerube,75,6878
1861,thujocci,50,2484
1861,tsugcana,25,910
1861,tsugcana,50,4558
1861,tsugcana,75,6477
1880,abiebals,25,195
1880,abiebals,50,1941
1880,acerrubr,50,2145
1880,picerube,75,3101
1880,pinustro,75,1184
1880,pinustro,125,820
1880,pinustro,150,2106
1880,tsugcana,50,745
1880,tsugcana,75,4132
1887,abiebals,25,1483
1887,abiebals,50,1723
1887,acerrubr,50,495
1887,picerube,50,971
1887,pinustro,75,439
1887,popugran,75,2723
1887,tsugcana,50,178
1912,acerrubr,75,3007
1912,acerrubr,100,4060
1912,betualle,100,1148
1912,betualle,125,5021
1912,betupapy,125,1023
1912,fagugran,75,613
1912,picerube,100,1316
1912,tsugcana,50,1466
1912,tsugcana,75,5364
1912,tsugcana,100,4777
1913,acerrubr,50,898
1913,acerrubr,75,854
1913,acerrubr,100,575
1913,betualle,50,1053
1913,fagugran,50,1081
1913,querrubr,100,2197
1913,tsugcana,25,506
1913,tsugcana,50,3285
1913,tsugcana,75,1374
1914,acerrubr,50,696
1914,acersacc,50,1296
1914,betualle,50,1049
1914,fagugran,50,439
1914,fagugran,75,1545
1914,fraxamer,50,623
1914,querrubr,75,5349
1914,tsugcana,50,1994
1915,abiebals,25,379
1915,acerrubr,25,418
1915,acerrubr,50,2080
1915,betupopu,25,1223
1915,picerube,75,1091
1915,querrubr,50,1662
1915,querrubr,75,1516
1915,tsugcana,25,996
1915,tsugcana,50,3362
1916,acerrubr,50,2210
1916,betualle,50,871
1916,fagugran,25,990
1916,fraxamer,100,897
1916,pinustro,75,3964
1916,pinustro,100,5118
1916,poputrem,125,1569
1916,querrubr,75,1662
1916,tsugcana,50,2359
1916,tsugcana,75,8818
1917,acerrubr,25,738
1917,acerrubr,50,414
1917,acerrubr,75,2242
1917,betupapy,25,381
1917,betupopu,25,519
1917,pinustro,25,1026
1917,pinustro,50,301
1917,pinustro,75,2923
1917,poputrem,50,571
1917,querrubr,25,353
1917,querrubr,50,1094
1917,querrubr,75,613
1930,abiebals,25,762
1930,acerrubr,75,933
1930,acerrubr,100,1127
1930,acerrubr,125,478
1930,acersacc,75,501
1930,fraxamer,75,552
1930,picerube,75,2337
1930,picerube,100,563
1930,pinustro,75,574
1930,pinustro,125,19867
1994,acerrubr,75,1179
1994,pinustro,75,8870
1994,poputrem,75,588
1994,querrubr,75,5397
1994,tsugcana,50,1688
1994,tsugcana,75,829
1996,acerrubr,25,2204
1996,acerrubr,50,710
1996,pinustro,75,12714
1996,querrubr,25,1628
1996,querrubr,50,467
1996,quervelu,50,379
1998,acerrubr,50,644
1998,acerrubr,75,860
1998,fagugran,50,566
1998,picerube,75,1012
1998,querrubr,50,1362
1998,querrubr,75,3568
1998,querrubr,100,4145
1998,tsugcana,50,2830
1998,tsugcana,75,3618
2001,acerrubr,25,332
2001,acerrubr,50,3836
2001,fagugran,25,621
2001,fagugran,50,193
2001,pinustro,50,1520
2003,abiebals,50,482
2003,acerrubr,50,1458
2003,betualle,25,639
2003,betupapy,25,531
2003,fraxamer,25,350
2003,picerube,50,908
2003,pinustro,75,4510
2003,tsugcana,25,2061
2003,tsugcana,50,635
2004,acerrubr,50,520
2004,betupapy,50,221
2004,pinustro,25,171
2004,pinustro,50,5088
2008,acerrubr,50,4952
2008,fagugran,50,3843
2008,pinuresi,75,2451
2008,pinustro,50,3621
2008,querrubr,100,9815
2008,tsugcana,50,3952
2008,tsugcana,75,812
2026,piceglau,75,2684
2026,piceglau,100,4211
2048,acerrubr,50,1280
2048,acerrubr,75,2663
2048,acersacc,50,938
2048,acersacc,75,14864
2048,fraxamer,25,869
2048,fraxamer,50,627
2048,fraxamer,75,1832
2048,pinuresi,75,4673
2048,pinustro,50,2193
2048,pinustro,75,2260
2048,querrubr,75,3984
2067,picerube,50,2399
2067,pinustro,100,11650
2067,thujocci,25,4041
2067,thujocci,50,2059
2067,tsugcana,50,4736
2072,betualle,50,726
2072,prunsero,50,905
2072,tsugcana,25,689
2072,tsugcana,50,9646
2072,tsugcana,75,3039
2073,acerrubr,50,2325
2073,acersacc,50,811
2073,fagugran,25,576
2073,fagugran,50,562
2073,querrubr,50,815
2073,querrubr,75,2036
2073,tsugcana,25,278
2073,tsugcana,50,1516
2077,acerrubr,50,645
2077,acerrubr,75,5492
2077,betualle,75,2119
2077,betupapy,75,817
2077,fagugran,50,952
2077,pinustro,75,9445
2077,pinustro,100,3688
2077,querrubr,50,2491
2077,tsugcana,25,575
2077,tsugcana,50,7308
2077,tsugcana,75,2814
2090,abiebals,50,175
2090,acerrubr,75,676
2090,acerrubr,100,4065
2090,picerube,50,1904
2090,picerube,75,1466
2090,picerube,100,619
2090,pinustro,25,279
2090,pinustro,50,247
2090,tsugcana,50,254
2092,abiebals,25,490
2092,acerrubr,25,287
2092,acerrubr,50,395
2092,acerrubr,75,810
2092,acerrubr,100,753
2092,betualle,75,887
2092,betupapy,75,383
2092,betupapy,100,359
2092,picerube,50,1031
2092,picerube,75,659
2092,pinustro,100,9607
2092,popugran,75,454
2092,popugran,100,1843
2092,querrubr,75,1140
2092,querrubr,100,1843
2092,tsugcana,50,406
2092,tsugcana,75,3196
2111,acerrubr,50,4986
2111,acerrubr,75,1077
2111,fagugran,50,2889
2111,querrubr,50,1522
2111,querrubr,75,7870
2111,querrubr,100,3755
2111,tsugcana,25,1449
2111,tsugcana,50,1897
2111,tsugcana,75,2959
2117,abiebals,25,621
2117,acerrubr,50,2514
2117,acersacc,50,1140
2117,fagugran,25,679
2117,fagugran,50,2137
2117,fraxamer,25,614
2118,abiebals,50,1156
2118,abiebals,75,277
2118,acerrubr,50,243
2118,acerrubr,75,8456
2118,betupapy,75,261
2118,fagugran,75,532
2118,pinustro,75,892
2118,prunsero,75,673
2118,querrubr,75,4286
2120,acerrubr,25,201
2120,acerrubr,50,568
2120,acerrubr,75,410
2120,betupapy,25,151
2120,betupapy,50,492
2120,betupapy,75,773
2120,picerube,50,3107
2120,picerube,75,540
2120,pinustro,50,958
2120,querrubr,50,693
2181,acerrubr,25,1037
2181,acerrubr,50,3928
2181,acerrubr,75,1278
2181,betupapy,75,499
2181,pinustro,75,3373
2181,querrubr,50,646
2181,querrubr,75,2205
2181,querrubr,100,2824
2182,acerrubr,50,740
2182,fagugran,50,3689
2182,fagugran,75,1852
2182,querrubr,50,7682
2182,querrubr,75,20107
2182,tsugcana,25,576
2186,acerrubr,25,1594
2186,acerrubr,50,3112
2186,fraxamer,50,549
2186,pinustro,50,1673
2186,tsugcana,50,1251
2188,abiebals,25,405
2188,abiebals,50,905
2188,acerrubr,50,1353
2188,acerrubr,75,6600
2188,pinustro,50,538
2188,pinustro,75,3189
2188,querrubr,50,696
2188,querrubr,75,3595
2189,abiebals,25,170
2189,pinustro,50,2791
2210,abiebals,50,472
2210,abiebals,75,548
2210,acerrubr,75,2485
2210,ostrvirg,25,580
2210,piceglau,50,402
2210,piceglau,75,4810
2210,querrubr,75,474
2210,thujocci,50,832
2210,tsugcana,50,619
2211,abiebals,25,144
2211,acerrubr,25,191
2211,acerrubr,50,953
2211,betupapy,25,141
2211,fagugran,25,438
2211,fagugran,50,1039
2211,piceglau,50,358
2211,picerube,50,679
2211,pinustro,50,2192
2211,popugran,50,3451
2211,querrubr,50,2194
2211,thujocci,25,1295
2217,acerrubr,75,322
2217,acerrubr,100,505
2217,betupapy,50,473
2217,betupapy,75,466
2217,picemari,50,440
2217,picemari,75,1136
2217,picemari,125,1645
2217,pinuresi,125,1656
2217,pinustro,75,558
2217,pinustro,100,3236
2217,thujocci,25,610
2217,thujocci,50,1961
2217,thujocci,75,531
2217,tsugcana,75,1686
2222,abiebals,25,658
2222,abiebals,75,1819
2222,acerrubr,50,341
2222,piceglau,50,668
2222,piceglau,75,12708
2222,poputrem,50,667
2222,poputrem,75,1016
2222,thujocci,50,426
2251,acerrubr,75,9096
2251,acerrubr,100,3257
2251,pinustro,100,15978
2251,querrubr,100,1707
2261,abiebals,25,262
2261,abiebals,50,209
2261,abiebals,75,299
2261,betualle,50,1198
2261,betualle,75,1205
2261,betualle,100,566
2261,betupapy,50,942
2261,betupapy,75,1668
2261,betupapy,100,1223
2261,picerube,50,312
2261,picerube,100,928
2267,abiebals,25,880
2267,abiebals,50,2173
2267,abiebals,75,2058
2267,acerrubr,50,604
2267,acerrubr,75,912
2267,betupopu,50,228
2267,picerube,50,740
2267,picerube,75,485
2267,pinustro,50,178
2267,poputrem,75,759
2267,ulmuamer,50,168
2269,betualle,25,1385
2269,betualle,50,598
2269,betupapy,50,2545
2269,betupapy,75,1635
2269,betupapy,100,879
2269,picerube,50,2407
2269,picerube,75,1857
2269,thujocci,50,3033
2273,acerrubr,25,854
2273,acerrubr,50,898
2294,acerrubr,50,1758
2294,acerrubr,75,1464
2294,acerrubr,100,1531
2294,betualle,50,1104
2294,betualle,75,1894
2294,betupapy,50,927
2294,fagugran,75,1228
2294,picerube,50,1072
2294,pinustro,75,880
2294,pinustro,100,2360
2294,tsugcana,25,690
2294,tsugcana,50,5742
2294,tsugcana,75,8815
2295,abiebals,50,591
2295,acerrubr,25,238
2295,acerrubr,50,1202
2295,acerrubr,75,2502
2295,picerube,50,1024
2295,picerube,75,476
2295,tsugcana,50,6372
2295,tsugcana,75,2764
2701,piceglau,50,16233
3159,acerrubr,25,547
3159,acerrubr,50,4895
3159,acerrubr,75,1499
3159,betupapy,50,898
3159,ostrvirg,25,1224
3159,popugran,50,376
3159,querrubr,50,1874
3159,querrubr,75,2044
3168,acerrubr,25,1033
3168,pinustro,25,659
3168,quercocc,50,3940
3168,quercocc,75,2320
3168,querrubr,50,6242
3168,querrubr,75,14946
3169,acerrubr,25,1689
3169,acerrubr,50,1398
3169,fagugran,25,156
3169,pinurigi,50,681
3169,pinustro,50,1589
3169,pinustro,75,712
3169,querrubr,50,1023
3169,querrubr,75,1865
3169,quervelu,50,1569
3170,acerrubr,50,4812
3170,acerrubr,75,1741
3170,pinustro,50,372
3170,pinustro,75,4146
3170,tsugcana,25,511
3170,tsugcana,50,5234
3171,acerrubr,25,925
3171,acerrubr,50,1966
3171,pinustro,25,1214
3171,pinustro,75,11227
3171,querrubr,50,3257
3174,acerrubr,50,4937
3174,betualle,50,1817
3174,pinustro,75,7717
3174,quercocc,50,783
3174,quercocc,75,5950
3174,tsugcana,50,4067
3176,acerrubr,75,4397
3176,acersacc,50,761
3176,acersacc,100,3784
3176,betualle,50,714
3176,betupapy,100,1580
3176,fagugran,50,2506
3176,tsugcana,50,1383
3176,tsugcana,75,10054
3176,tsugcana,100,4505
3177,acerrubr,50,346
3177,acerrubr,75,1345
3177,acersacc,50,1252
3177,fagugran,50,499
3177,fagugran,75,1379
3177,fraxamer,100,930
3177,ostrvirg,25,677
3177,tiliamer,50,209
3177,tiliamer,75,414
3177,tsugcana,25,826
3177,tsugcana,50,1409
3177,tsugcana,75,2660
3178,acerrubr,50,1229
3178,acersacc,25,157
3178,acersacc,50,663
3178,fagugran,25,465
3178,fagugran,50,1076
3178,ostrvirg,25,407
3178,pinustro,50,259
3178,querrubr,25,148
3178,tsugcana,50,2435
3178,tsugcana,75,1211
3179,acerrubr,25,433
3179,acerrubr,50,3519
3179,fagugran,25,2422
3179,fagugran,50,1979
3179,querrubr,50,1430
3179,tsugcana,25,206
3179,tsugcana,50,524
3180,acerrubr,50,7739
3180,acerrubr,75,1401
3180,pinustro,50,556
3180,pinustro,75,14279
3180,prunsero,50,952
3181,acerrubr,50,259
3181,prunsero,50,4371
3181,ulmuamer,50,550
3186,acerrubr,50,525
3186,acerrubr,75,578
3186,betulent,25,346
3186,betulent,50,253
3186,betulent,75,624
3186,pinustro,75,2259
3186,queralba,75,554
3186,queralba,100,2054
3186,querrubr,75,797
3186,querrubr,100,6284
3186,tsugcana,25,250
3189,abiebals,50,1512
3189,abiebals,75,817
3189,acerrubr,50,992
3189,pinustro,50,793
3189,pinustro,75,5031
3189,poputrem,50,284
3189,poputrem,75,1993
3189,prunsero,50,323
3191,acerrubr,75,2538
3191,betualle,25,695
3191,betualle,50,2701
3191,fagugran,50,343
3191,fraxamer,50,334
3191,tsugcana,25,362
3191,tsugcana,50,5109
3191,tsugcana,75,1810
3193,acerrubr,50,1270
3193,acerrubr,75,1011
3193,acersacc,75,1052
3193,betulent,50,240
3193,betupapy,50,1549
3193,fraxamer,75,946
3193,pinustro,50,238
3193,pinustro,75,3229
3193,querrubr,75,7165
3193,tsugcana,50,421
3194,acerrubr,25,360
3194,acerrubr,50,639
3194,acerrubr,75,1288
3194,acerrubr,100,1700
3194,querrubr,50,1179
3194,tsugcana,50,523
3195,acerrubr,50,1843
3195,acerrubr,75,903
3195,betualle,25,184
3195,betualle,50,430
3195,betupapy,50,622
3195,betupapy,75,369
3195,fagugran,50,1388
3195,fraxamer,75,301
3195,pinustro,50,932
3195,querrubr,50,1754
3195,querrubr,75,4560
3195,tsugcana,50,283
3196,acerrubr,50,1603
3196,acerrubr,75,1363
3196,betulent,50,1418
3196,betupapy,50,1097
3196,betupapy,75,1266
3196,fagugran,25,870
3196,fagugran,50,715
3196,fagugran,75,3354
3196,pinustro,75,1407
3196,querrubr,75,5602
3196,tsugcana,50,2575
3197,acerrubr,75,8462
3197,acerrubr,100,4004
3197,acersacc,75,424
3197,betupapy,75,813
3197,fagugran,75,1298
3197,pinustro,75,2123
3197,poputrem,100,907
3197,querrubr,100,1553
3197,tsugcana,50,1689
3197,tsugcana,75,903
3198,acerrubr,50,2013
3198,acerrubr,75,874
3198,picerube,50,176
3198,pinustro,50,1118
3198,querrubr,50,166
3198,querrubr,75,2485
3199,acerrubr,50,1093
3199,acersacc,25,212
3199,fraxamer,50,817
3199,pinustro,50,4080
3199,pinustro,75,2154
3199,pinustro,100,4241
3199,querrubr,75,6176
3199,querrubr,100,3521
3199,tsugcana,25,554
3199,tsugcana,50,747
3201,acerrubr,50,3312
3202,acerrubr,50,2501
3202,acerrubr,75,3238
3202,acerrubr,100,5611
3202,acersacc,25,293
3202,betualle,25,485
3202,betualle,50,399
3202,fagugran,25,239
3202,prunsero,50,1002
3202,prunsero,75,3698
3202,querrubr,100,1644
3204,acersacc,75,6715
3204,betualle,50,5553
3204,fagugran,50,3885
3204,tsugcana,50,3208
3204,tsugcana,75,12608
3207,abiebals,25,232
3207,acerrubr,25,500
3207,acerrubr,50,1664
3207,pinustro,50,4013
3207,pinustro,75,4310
3208,acerrubr,75,904
3208,pinustro,50,441
3208,pinustro,75,4596
3208,pinustro,100,1418
3208,tsugcana,50,1385
3209,acerrubr,50,1493
3209,acerrubr,75,3355
3209,betupapy,50,2337
3209,betupapy,75,935
3209,fraxamer,50,1232
3209,fraxamer,75,1428
3209,ostrvirg,25,673
3209,prunsero,50,821
3209,prunsero,75,473
3211,acerrubr,50,2810
3211,fraxamer,50,871
3211,pinustro,75,7241
3211,pinustro,100,7651
3211,querrubr,50,2281
3211,querrubr,100,11451
3214,acerrubr,50,352
3214,acersacc,50,2118
3214,acersacc,75,2353
3214,fagugran,50,740
3214,ostrvirg,25,290
3214,ostrvirg,50,280
3214,tsugcana,50,473
3215,acerrubr,50,1718
3215,acerrubr,75,1981
3215,fagugran,75,1111
3215,pinustro,50,748
3215,pinustro,75,4230
3215,pinustro,100,2796
3215,querrubr,50,1793
3215,querrubr,75,13077
3216,acerrubr,25,313
3216,pinustro,25,3280
3216,querrubr,25,7035
